S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3513,29/06/2020,Himachal Pradesh,916,378,529,9
3514,30/06/2020,Himachal Pradesh,942,377,556,9
3515,01/07/2020,Himachal Pradesh,953,363,580,10
3516,02/07/2020,Himachal Pradesh,979,355,614,10
3517,03/07/2020,Himachal Pradesh,1014,376,628,10
3518,04/07/2020,Himachal Pradesh,1033,356,667,10
3519,05/07/2020,Himachal Pradesh,1046,331,704,11
3520,06/07/2020,Himachal Pradesh,1063,315,737,11
3521,07/07/2020,Himachal Pradesh,1077,303,763,11
3522,08/07/2020,Himachal Pradesh,1083,282,790,11
3523,09/07/2020,Himachal Pradesh,1101,257,833,11
3524,10/07/2020,Himachal Pradesh,1140,283,846,11
3525,11/07/2020,Himachal Pradesh,1171,277,883,11
3526,12/07/2020,Himachal Pradesh,1182,263,908,11
3527,13/07/2020,Himachal Pradesh,1213,273,929,11
3528,14/07/2020,Himachal Pradesh,1243,292,940,11
3529,15/07/2020,Himachal Pradesh,1309,347,951,11
3530,16/07/2020,Himachal Pradesh,1341,351,979,11
3531,17/07/2020,Himachal Pradesh,1377,382,984,11
3532,18/07/2020,Himachal Pradesh,1417,382,1024,11
3533,19/07/2020,Himachal Pradesh,1457,410,1036,11
3534,20/07/2020,Himachal Pradesh,1483,413,1059,11
3535,21/07/2020,Himachal Pradesh,1631,553,1067,11
3536,22/07/2020,Himachal Pradesh,1664,576,1077,11
3537,23/07/2020,Himachal Pradesh,1725,609,1105,11
3538,24/07/2020,Himachal Pradesh,1834,687,1136,11
3539,25/07/2020,Himachal Pradesh,1954,798,1145,11
3540,26/07/2020,Himachal Pradesh,2049,865,1173,11
3541,27/07/2020,Himachal Pradesh,2176,966,1198,12
3542,28/07/2020,Himachal Pradesh,2270,1040,1216,14
3543,29/07/2020,Himachal Pradesh,2330,1082,1234,14
3544,30/07/2020,Himachal Pradesh,2403,1057,1332,14
3545,31/07/2020,Himachal Pradesh,2506,1105,1387,14
3546,01/08/2020,Himachal Pradesh,2564,1091,1459,14
3547,02/08/2020,Himachal Pradesh,2634,1118,1502,14
3548,03/08/2020,Himachal Pradesh,2703,1130,1559,14
3549,04/08/2020,Himachal Pradesh,2818,1146,1658,14
3550,05/08/2020,Himachal Pradesh,2879,1155,1710,14
3551,06/08/2020,Himachal Pradesh,2916,1140,1762,14
3552,07/08/2020,Himachal Pradesh,3047,1168,1865,14
3553,08/08/2020,Himachal Pradesh,3150,1182,1954,14
3554,09/08/2020,Himachal Pradesh,3264,1169,2081,14
3555,10/08/2020,Himachal Pradesh,3371,1175,2181,15
